PG.Qvalue	PG.ProteinGroups	PG.ProteinAccessions	PG.ProteinDescriptions	PG.ProteinNames	PG.FastaFiles	PG.NrOfPrecursorsIdentified (Experiment-wide)	[1] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S1.raw.PG.Quantity	[2] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S2.raw.PG.Quantity	[3] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S3.raw.PG.Quantity	[4] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S4.raw.PG.Quantity	[5] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S5.raw.PG.Quantity	[6] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S6.raw.PG.Quantity	[7] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S7.raw.PG.Quantity	[8] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S8.raw.PG.Quantity	[9] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S9.raw.PG.Quantity	[1] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S1.raw.PG.IBAQ	[2] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S2.raw.PG.IBAQ	[3] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S3.raw.PG.IBAQ	[4] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S4.raw.PG.IBAQ	[5] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S5.raw.PG.IBAQ	[6] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S6.raw.PG.IBAQ	[7] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S7.raw.PG.IBAQ	[8] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S8.raw.PG.IBAQ	[9] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S9.raw.PG.IBAQ
0	A1A2F1	A1A2F1	UDP-N-acetylmuramoylalanine--D-glutamate ligase	MURD_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	10	19463,091796875	26311,322265625	28188,076171875	27340,580078125	24272,666015625	34363,14453125	NaN	6430,00341796875	16867,44921875	1649,7	6564,6	2898,8	2949,3	3150,5	6864,7	NaN	2445,5	163
1	A1A2F1_Decoy	A1A2F1	NaN	A1A2F1	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0013977635782747603	A1A2F3	A1A2F3	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	A1A2F3_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	7	5393,01513671875	6362,75634765625	3842,488037109375	5921,65185546875	6483,96923828125	4423,7353515625	NaN	NaN	NaN	897,8	1284	774	1007,4	1426,6	838,4	NaN	NaN	NaN
1	A1A2F3_Decoy	A1A2F3	NaN	A1A2F3	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,001610305958132045	A1A2F4	A1A2F4	UDP-N-acetylmuramyl peptide synthase	A1A2F4_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	2	4016,380615234375	5782,7939453125	4729,59619140625	4581,75830078125	6850,62109375	5834,64013671875	NaN	NaN	NaN	616,3	919,2	723,5	681	1188,4	893,8	NaN	NaN	NaN
0,011641987495886805	A1A2F5	A1A2F5	Peptidoglycan synthetase penicillin-binding protein 3	A1A2F5_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,001610305958132045	A1A2F7	A1A2F7	Ribosomal RNA small subunit methyltransferase H	RSMH_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	2	10647,15234375	13658,228515625	9716,12109375	11595,1240234375	7958,3017578125	10947,8427734375	NaN	NaN	NaN	1049,2	1329,2	964,9	1155,3	779,5	1110,3	NaN	NaN	NaN
0,00022862368541380886	A1A2F9	A1A2F9	UvrD-like helicase ATP-binding domain-containing protein	A1A2F9_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	15	4230,93359375	3763,37158203125	3391,71435546875	3815,629638671875	3944,4951171875	3493,381591796875	9943,2578125	118,74829864501953	NaN	1772	2203,2	1659,8	1666,4	1240,9	1746,4	421,8	9,4	NaN
1	A1A2F9_Decoy	A1A2F9	NaN	A1A2F9	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0004419889502762431	A1A2G0	A1A2G0	D-3-phosphoglycerate dehydrogenase	A1A2G0_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	7	71441,40625	74578,140625	61503,16796875	85352,375	70197,09375	79134,765625	NaN	6002,873046875	11881,62890625	5988	12329,2	9187,2	11856,9	8938,2	11847,4	NaN	60,8	322,3
1	A1A2G0_Decoy	A1A2G0	NaN	A1A2G0	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,07306579561362576	A1A2G3	A1A2G3	LexA repressor	LEXA_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A1A2G5	A1A2G5	L-lactate dehydrogenase	A1A2G5_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	36	2541058,5	2774464	2384771,75	3023633	2190433,25	2988425,75	772095,375	472951,53125	907541,6875	491402,406	545940,312	417120,188	579684,5	425127,188	520996,312	24482,6	9176,2	21286,5
1	A1A2G5_Decoy	A1A2G5	NaN	A1A2G5	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0066396761133603235	A1A2G7	A1A2G7	Methyltransferase small domain-containing protein	A1A2G7_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	2	4017,085205078125	5688,75244140625	2914,011474609375	4214,2412109375	4385,53515625	5276,96533203125	NaN	NaN	NaN	1119,8	676	583,9	887,6	530,8	1219,5	NaN	NaN	NaN
0,00623461853978671	A1A2G8	A1A2G8	ATP-dependent helicase	A1A2G8_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	2	2594,73193359375	4566,83251953125	625,6312866210938	5334,10546875	1832,0751953125	5162,052734375	NaN	NaN	NaN	119,5	35,8	4,9	213,1	71,4	209,9	NaN	NaN	NaN
0,002106002106002106	A1A2H1	A1A2H1	Glutamine synthetase 2	A1A2H1_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	3	4726,6474609375	4680,18701171875	2673,924072265625	5289,44384765625	3808,656494140625	5771,20263671875	NaN	NaN	NaN	491,3	609,7	345,9	673	525	608,7	NaN	NaN	NaN
0	A1A2H2	A1A2H2	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	HIS4_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	22	160423,859375	181141,125	162636	201445,65625	197277,984375	232434,875	NaN	NaN	40644,4375	39583,398	62623,602	52842,398	60594,602	59142,898	58324,5	604,3	487,2	695,6
1	A1A2H2_Decoy	A1A2H2	NaN	A1A2H2	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A1A2H5	A1A2H5	Imidazoleglycerol-phosphate dehydratase	HIS7_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	8	338809	129554,3125	NaN	153736,6875	196708,28125	371106,8125	8664,2373046875	NaN	NaN	43959,5	61377,898	52045,898	51957,699	55731,199	47509,398	469,8	NaN	1125,2
1	A1A2H5_Decoy	A1A2H5	NaN	A1A2H5	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,002106002106002106	A1A2H6	A1A2H6	Histidinol-phosphate aminotransferase	HIS8_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	3	34907,859375	25148,822265625	36852,92578125	32209,79296875	34206,34765625	26208,98046875	NaN	19561,9921875	25692,830078125	4132,2	2576	4060,5	4218,2	4789,4	3905,7	NaN	88,3	116
0	A1A2H7	A1A2H7	Histidinol dehydrogenase	A1A2H7_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	7	10395,0048828125	12215,173828125	11461,091796875	15209,67578125	10827,4541015625	13826,224609375	6724,7158203125	3650,92919921875	4921,2412109375	1879,3	3091,4	2215,8	3138,7	2190,2	3010,9	382	371	606,3
1	A1A2H7_Decoy	A1A2H7	NaN	A1A2H7	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0013977635782747603	A1A2H8	A1A2H8	DNA polymerase III subunit alpha	A1A2H8_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	7	2743,8798828125	2758,156005859375	2273,269775390625	2761,5068359375	2469,33349609375	3606,054443359375	NaN	NaN	178,99661254882812	135,3	124,4	239	157,7	157,6	226,5	NaN	NaN	2,5
1	A1A2H8_Decoy	A1A2H8	NaN	A1A2H8	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A1A2I1	A1A2I1	Cell wall synthesis protein Wag31	A1A2I1_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	44	31721,173828125	34672,93359375	32630,234375	33222,390625	30520,939453125	36104,23046875	4043,025634765625	3943,789794921875	5244,2353515625	7467,6	8946,8	9046,7	8594,8	8275,5	11161,2	804	746,4	1075,2
1	A1A2I1_Decoy	A1A2I1	NaN	A1A2I1	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0012440389798880364	A1A2I3	A1A2I3	Cell division protein SepF	SEPF_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	4	197631,15625	232810,171875	136940,453125	335499,125	137032,625	240030,828125	65757,984375	20168,912109375	51149,69921875	23122,699	51626,801	45677,5	61379,602	50731,602	56326	1723,1	77,4	1878,1
1	A1A2I3_Decoy	A1A2I3	NaN	A1A2I3	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A1A2I4	A1A2I4	Cell division protein FtsZ	A1A2I4_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	12	18433,658203125	19684,150390625	19367,482421875	22751,982421875	19182,9921875	21477,52734375	4538,41064453125	4235,49951171875	5732,09228515625	5913,4	7241,8	5834,1	7677,1	6640	7628,8	995,3	976,2	1256,2
1	A1A2I4_Decoy	A1A2I4	NaN	A1A2I4	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,006329113924050633	A1A2I5	A1A2I5	Possible NifR3-like protein	A1A2I5_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	2	2324,01513671875	3769,14306640625	1951,3709716796875	1658,5714111328125	2077,54296875	3895,5107421875	10645,212890625	2743,19677734375	6266,80859375	114,3	229,4	96	174,1	102,2	239,1	197,1	50,8	116
0	A1A2I6	A1A2I6	Glycine--tRNA ligase	A1A2I6_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	13	8114,59228515625	8563,6201171875	5593,02197265625	7068,568359375	7085,09619140625	9409,78125	1626,8980712890625	1821,9361572265625	3145,103271484375	4161,8	4352,4	2608,6	3427,7	2956,9	4581,3	390,2	465,7	874,3
1	A1A2I6_Decoy	A1A2I6	NaN	A1A2I6	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0012440389798880364	A1A2J4	A1A2J4	Phosphomethylpyrimidine kinase	A1A2J4_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	4	10405,3603515625	9262,7705078125	8164,2109375	7535,11328125	7888,6904296875	8214,0263671875	3606,44482421875	1433,7958984375	2238,292724609375	3221,9	2757,8	2955,7	2273,2	2996,1	2366,6	680,2	142,5	681,3
1	A1A2J4_Decoy	A1A2J4	NaN	A1A2J4	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,013038638893305771	A1A2J5	A1A2J5	Thiamine-binding protein domain-containing protein	A1A2J5_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A1A2J7	A1A2J7	Sucrose transport protein	A1A2J7_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	2	1596,5101318359375	44794,57421875	70119,859375	68661,0859375	41894,890625	63552,33984375	3209,7412109375	3769,77783203125	6027,22998046875	574	4655	13500,2	7121,8	5353,3	12168,3	210,7	58,2	93,1
0	A1A2J8	A1A2J8	beta-fructofuranosidase	A1A2J8_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	65	1700403,75	2193137	1813742,875	2271929,25	1757614,5	2344197,75	383042,125	115244,4765625	364098,1875	309901,5	363521,312	336202,688	301539,188	294583,906	332896,5	41629,699	11162,8	43955
1	A1A2J8_Decoy	A1A2J8	NaN	A1A2J8	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A1A2K0	A1A2K0	Possible solute binding protein of ABC transporter	A1A2K0_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	16	14969,75	17772,892578125	13145,5859375	16807,3203125	17822,3046875	16021,65234375	3413,70263671875	NaN	2637,462890625	5992,5	6801,7	7249,7	8625,4	7233,5	8479,5	381,3	NaN	60,2
1	A1A2K0_Decoy	A1A2K0	NaN	A1A2K0	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A1A2K2	A1A2K2	Isoprenyl transferase	A1A2K2_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	5	5376,84521484375	5849,40185546875	5685,44384765625	6033,13916015625	5946,91015625	5783,39599609375	NaN	NaN	834,20263671875	1260,6	1130,7	1323,7	1343	1308,5	1453,4	NaN	NaN	168,6
1	A1A2K2_Decoy	A1A2K2	NaN	A1A2K2	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A1A2K5	A1A2K5	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	A1A2K5_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	38	237757,28125	337803,15625	250396,25	281081,875	261085,625	260541,203125	54235,91796875	35092,546875	NaN	56268,801	69524,102	60755	74912,797	70806	75047,703	1328,6	337,5	788,1
1	A1A2K5_Decoy	A1A2K5	NaN	A1A2K5	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0024292903001908728	A1A2K6	A1A2K6	1-deoxy-D-xylulose 5-phosphate reductoisomerase	A1A2K6_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	3	3315,0048828125	4697,23779296875	2429,649169921875	2718,122314453125	2811,998779296875	2733,295166015625	NaN	NaN	NaN	372,8	594,3	255,6	321,1	427,8	325,8	NaN	NaN	NaN
1	A1A2K6_Decoy	A1A2K6	NaN	A1A2K6	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0004419889502762431	A1A2K7	A1A2K7	DivIVA domain-containing protein	A1A2K7_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	7	13083,0400390625	12123,7431640625	13960,1640625	14446,9931640625	12345,111328125	15275,2802734375	NaN	2222,942626953125	2154,638671875	3361,2	2718,7	3163	3670,4	2552,1	3902,4	NaN	279,8	357,6
9,425493716337522E-05	A1A2K9	A1A2K9	endopeptidase La	A1A2K9_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	1	4417,24169921875	6565,0791015625	5701,9248046875	6058,6962890625	4527,185546875	6347,669921875	NaN	NaN	NaN	315,5	468,9	407,3	432,8	323,4	453,4	NaN	NaN	NaN
0	A1A2L0	A1A2L0	Hydrolase	A1A2L0_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	12	11940,271484375	15272,8154296875	11279,4931640625	15133,1689453125	13024,478515625	15124,818359375	642,2279663085938	605,1323852539062	908,4143676757812	3592,8	4975,8	3441,9	4948,7	3880	4750,4	16,6	40,4	115,4
1	A1A2L0_Decoy	A1A2L0	NaN	A1A2L0	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,3309572055043097	A1A2L1	A1A2L1	DNA 3'-5' helicase	A1A2L1_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A1A2L2	A1A2L2	Aminoglycoside phosphotransferase domain-containing protein	A1A2L2_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	5	1716,9482421875	2442,0400390625	2223,810791015625	2962,1513671875	2300,3369140625	2602,310546875	NaN	NaN	NaN	244,9	433,2	323,6	479,9	377,3	420,7	NaN	NaN	NaN
0	A1A2L5	A1A2L5	Diaminopimelate epimerase	A1A2L5_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	9	40255,109375	41050,484375	31647,92578125	36173,546875	32324,1640625	36779,4453125	NaN	NaN	NaN	5708,7	7472,4	6491,2	7567,6	6061,6	8534,9	145,6	NaN	NaN
1	A1A2L5_Decoy	A1A2L5	NaN	A1A2L5	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,001610305958132045	A1A2L6	A1A2L6	Glutamate racemase	MURI_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	2	11658,4111328125	15938,9892578125	12178,060546875	20236,125	12538,81640625	15981,9091796875	NaN	NaN	NaN	777,2	1062,6	811,9	1349,1	835,9	1065,5	NaN	NaN	NaN
0	A1A2L7	A1A2L7	PNPLA domain-containing protein	A1A2L7_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	13	14232,5703125	21200,62109375	17194,935546875	20577,115234375	13324,814453125	20927,3203125	2701,8828125	3535,5712890625	3808,51953125	7059,4	10282,5	9469,2	10081,3	7306,4	12437,3	1043,2	702,8	377,8
0,00022862368541380886	A1A2L8	A1A2L8	cysteine-S-conjugate beta-lyase	A1A2L8_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	7	79568,203125	78619,0703125	77433,78125	113671,328125	89089,40625	75224,4765625	NaN	NaN	NaN	5113,6	9018,9	5985	9089,1	7951,1	9032,8	NaN	NaN	NaN
1	A1A2L8_Decoy	A1A2L8	NaN	A1A2L8	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A1A2M0	A1A2M0	ABC-type transporter	A1A2M0_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	21	24473,28125	30551,5703125	22038,71484375	34265,17578125	26100,369140625	38323,11328125	527207,625	1457,0584716796875	1309,48388671875	7939,9	9369,4	7240,7	11216,9	8943,8	11717,3	15098,5	213,6	163,7
1	A1A2M0_Decoy	A1A2M0	NaN	A1A2M0	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,012291666666666668	A1A2M1	A1A2M1	L-asparagineamidohydrolase	A1A2M1_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A1A2N0	A1A2N0	CRISPR-associated protein TM1801	A1A2N0_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	9	35432,609375	37149,26171875	34871,58984375	39893,75	32329,70703125	38963,8203125	1961,163818359375	2214,281494140625	2647,064208984375	9285,7	10023	7593,4	10332,1	8327,4	9838,8	351,6	444,9	365,1
1	A1A2N0_Decoy	A1A2N0	NaN	A1A2N0	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A1A2N1	A1A2N1	CRISPR-associated protein_CT1133	A1A2N1_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	7	10194,46484375	15071,8056640625	11503,9541015625	13867,466796875	12693,0419921875	15807,43359375	NaN	NaN	NaN	1889,3	2640,3	2242,1	2701,1	2725,8	3175,2	NaN	NaN	NaN
1	A1A2N1_Decoy	A1A2N1	NaN	A1A2N1	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A1A2N2	A1A2N2	CRISPR-associated protein_CT1133	A1A2N2_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	8	5437,474609375	6248,7294921875	4946,3369140625	6572,30322265625	6210,87841796875	7289,484375	1306,557861328125	1398,86474609375	1365,2103271484375	1320,5	1653,3	3310,3	2330,6	2702,4	1708,9	44	47,1	46
0,001610305958132045	A1A2N3	A1A2N3	pre-crRNA processing endonuclease	A1A2N3_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	4	7097,9580078125	6483,61376953125	6303,251953125	6289,29638671875	4602,06494140625	7141,28955078125	NaN	NaN	NaN	1352,2	1298,9	1687,1	1753,7	1375,7	1938,4	NaN	NaN	NaN
1	A1A2N3_Decoy	A1A2N3	NaN	A1A2N3	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	A1A2N4	A1A2N4	Predicted CRISPR-associated helicase	A1A2N4_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A1A2N5	A1A2N5	Isoleucine--tRNA ligase	A1A2N5_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	25	21324,19921875	27349,4609375	21962,6875	27119,408203125	20831,177734375	27435,603515625	NaN	NaN	2271,976806640625	3418,7	4137,5	3354,6	4461,1	3556,1	4541,1	NaN	NaN	57
1	A1A2N5_Decoy	A1A2N5	NaN	A1A2N5	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A1A2P2	A1A2P2	Exo-alpha-(1->6)-L-arabinopyranosidase	A1A2P2_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	24	44956,78515625	46242,828125	39614,8125	52295,51953125	42372,09375	57422,4140625	19845,580078125	15855,072265625	25902,423828125	6535,8	6173	6124,9	8835,9	5993,9	9405,5	2624,4	1983,2	3666
1	A1A2P2_Decoy	A1A2P2	NaN	A1A2P2	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A1A2P5	A1A2P5	Exo-alpha-(1->6)-L-arabinopyranosidase	A1A2P5_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	25	24289,037109375	29334,666015625	22871,703125	31612,34765625	25697,333984375	33606,10546875	6402,8095703125	5445,8349609375	7940,68212890625	5551,7	5972,8	4183,8	6281	4739	6559,2	1044,3	603,6	1092
1	A1A2P5_Decoy	A1A2P5	NaN	A1A2P5	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0013977635782747603	A1A2Q1	A1A2Q1	Xylan beta-1,4-xylosidase	A1A2Q1_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	4	5066,16650390625	4700,04150390625	3789,433837890625	4767,9013671875	3323,45751953125	4851,5625	1426,89501953125	NaN	1031,109130859375	363,5	499,2	277,1	419,8	329,1	406	53,5	NaN	34,6
1	A1A2Q1_Decoy	A1A2Q1	NaN	A1A2Q1	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
